"ID","路线编号","所在行政区划代码","路线名称","起点名称","止点名称","起点桩号","止点桩号","里程（公里）","技术等级代码","技术等级","是否一幅高速","车道数量(个)","面层类型代码","面层类型","路基宽度(米)","路面宽度(米)","面层厚度(厘米)","设计时速(公里/小时)","修建年度","改建年度","最近一次修复养护年度","断链类型","是否城管路段","是否断头路段","路段收费性质","重复路段线路编号","重复路段起点桩号","重复路段终点桩号","养护里程","可绿化里程","已绿化里程","地貌代码","地貌汉字","涵洞数量(个)","管养单位名称","省际出入口","国道调整前路线编号","是否按干线公路管理接养","备注","F40","startx","starty","endx","endy"
"956","G209","140829","苏北线","八政村入口","圣人涧镇崔家坡村","1359.171","1362.539","3.368","12","二级","否","2","11","沥青混凝土","12","9","7","80","1997","2007","","0","否","否","非收费","","","","3.368","3.368","3.368","1","山岭","3","平陆公路管理段","0","G209","是","","","MTExLjIxMTEzOTA2","MzQuODg3ODUxMDE=","MTExLjIxNzMyNTM3","MzQuODYxNTczNDM="
"960","G209","140829","苏北线","圣人涧镇西韩窑村","圣人涧镇上岭村","1364.241","1365.21","0.969","12","二级","否","2","11","沥青混凝土","12","9","8","80","1990","2007","","0","否","否","非收费","","","","0.969","0.969","0","1","山岭","0","三门峡大桥管理处","0","G209","是","","","MTExLjIxNDk4Njc5","MzQuODQ4ODM5NjY=","MTExLjIwNzE0MTk0","MzQuODQ1OTA4Mjk="
"962","G209","140829","苏北线","西韩窑村出口","圣人涧镇三门峡","1365.3","1366.802","1.502","12","二级","否","2","11","沥青混凝土","12","9","8","80","1990","2007","","0","否","否","非收费","","","","1.502","1.502","0","1","山岭","2","三门峡大桥管理处","0","G209","是","","","MTExLjIwNjE2MTg=","MzQuODQ1OTA2NjU=","MTExLjE5NTAzMDU1","MzQuODM3ODIwNzU="
"964","G209","140829","苏北线","圣人涧镇西韩窑村","茅津经济开发区盘南村","1367.372","1367.862","0.49","12","二级","否","2","11","沥青混凝土","12","9","8","80","1990","2007","","0","否","否","非收费","","","","0.49","0.49","0","1","山岭","0","三门峡大桥管理处","0","G209","是","","","MTExLjE5MTY4ODc2","MzQuODMzNDk3NDQ=","MTExLjE4ODUzOTU3","MzQuODI5OTgyNDM="
"966","G209","140829","苏北线","茅津经济开发区盘南村","圣人涧镇三门峡大桥","1369.735","1370.75","1.015","12","二级","否","2","11","沥青混凝土","12","9","9","80","1990","","","0","否","否","非收费","","","","1.015","1.015","0.848","1","山岭","0","三门峡大桥管理处","2","G209","是","","","MTExLjE3Nzk4MDc3","MzQuODE1NzIyNzE=","MTExLjE3MjY2MDA5","MzQuODA3NTYzMTY="
"967","G22","140426","青兰高速","下湾","东阳关隧道起点","733","736.05","3.05","10","高速","否","6","11","沥青混凝土","24.5","24","22","80","2002","2017","","0","否","否","还贷","","","","3.05","2.854","2.854","1","山岭","9","长治高速公路分公司","1","G22","是","","","MTEzLjU1MjM4","MzYuNTE3MTgy","MTEzLjUyMDcwMTQ3","MzYuNTIwNDAyNjI="
"968","G22","140426","青兰高速","东阳关隧道起点","东阳关隧道终点","736.05","739.42","3.37","10","高速","否","6","11","沥青混凝土","24.5","24","22","80","2002","2017","","0","否","否","还贷","","","","3.37","2.91","2.91","1","山岭","11","长治高速公路分公司","0","G22","是","","","MTEzLjUyMDcwMTQ3","MzYuNTIwNDAyNjI=","MTEzLjQ4ODU4NTA3","MzYuNTM1MzM4ODk="
"969","G22","140426","青兰高速","东阳关隧道终点","黎城东阳关村","739.42","741.65","2.23","10","高速","否","6","11","沥青混凝土","24.5","24","22","80","2002","2017","","0","否","否","还贷","","","","2.23","0.613","0.613","1","山岭","5","长治高速公路分公司","0","G22","是","","","MTEzLjQ4ODU4NTA3","MzYuNTM1MzM4ODk=","MTEzLjQ2Mzk4OTI0","MzYuNTM1NDIyNzU="
"972","G22","140426","青兰高速","黎城幸福庄","黎城界","757.4","759.281","1.881","10","高速","否","6","11","沥青混凝土","24.5","24","22","80","2002","2017","","0","否","否","还贷","","","","1.881","1.032","1.032","1","山岭","2","长治高速公路分公司","0","G22","是","","","MTEzLjMyNzcwNzkx","MzYuNDcyNjI0OTY=","MTEzLjMxMDMwODQ=","MzYuNDYzNDQ0MjU="
"975","G22","140406","青兰高速","五里坡隧道终点","牛王垴隧道起点","770.258","771.095","0.837","10","高速","否","6","11","沥青混凝土","24.5","24","22","80","2002","2017","","0","否","否","还贷","","","","0.837","0.837","0.837","1","山岭","8","长治高速公路分公司","0","G22","是","","","MTEzLjIzOTg3NDg1","MzYuMzkyNjQ3Mzg=","MTEzLjIzNzA2MTE3","MzYuMzg1NDg1MDM="
"976","G22","140406","青兰高速","牛王垴隧道起点","牛王垴隧道终点","771.095","772.635","1.54","10","高速","否","6","12","水泥混凝土","24.5","24","22","80","2002","2017","","0","否","否","还贷","","","","1.54","1.54","1.54","1","山岭","3","长治高速公路分公司","0","G22","是","","","MTEzLjIzNzA2MTE3","MzYuMzg1NDg1MDM=","MTEzLjIzMDI1NTIz","MzYuMzcyODE2NzM="
"977","G22","140406","青兰高速","牛王垴隧道终点","潞城西贾","772.635","773.1","0.465","10","高速","否","6","11","沥青混凝土","24.5","24","22","80","2002","2017","","0","否","否","还贷","","","","0.465","0.465","0.465","1","山岭","1","长治高速公路分公司","0","G22","是","","","MTEzLjIzMDI1NTIz","MzYuMzcyODE2NzM=","MTEzLjIyOTM2NDQ0","MzYuMzY4NzAxMDg="
"983","G22","140405","青兰高速","崔邵村","屯留县界","798.568","810.048","11.48","10","高速","否","4","11","沥青混凝土","24.5","22.5","18","80","2018","","","0","否","否","还贷","","","","11.48","9.971","9.971","1","山岭","26","临汾高速公路有限公司","0","近年新建","是","","","MTEyLjk4NjcxNDI2","MzYuMjg2NzMwOTU=","MTEyLjg3MzY0MDI5","MzYuMjQ0NTA2MDY="
"993","G22","141029","青兰高速","乡宁县光华镇","乡宁县光华镇","989.692","990.306","0.614","10","高速","否","4","12","水泥混凝土","24.5","22.5","26","80","2011","","","0","否","否","还贷","","","","0.614","0","0","1","山岭","0","临汾高速公路有限公司","0","G22","是","","","MTExLjE4NDA2MTg2","MzYuMDQ3NjAyMDY=","MTExLjE3Nzg0NjUx","MzYuMDQ5ODc1NDk="
"1000","G22","141029","青兰高速","乡宁县管头镇","乡宁县管头镇","1026.482","1029.4","2.918","10","高速","否","4","11","沥青混凝土","24.5","22.5","26","80","2011","","","0","否","否","还贷","","","","2.918","2.855","2.855","1","山岭","8","临汾高速公路有限公司","0","G22","是","","","MTEwLjg0MzQ5Mjkz","MzYuMDcyNTMwMTE=","MTEwLjgxMzY1MTQz","MzYuMDY1MzI5NTQ="
"1002","G22","141028","青兰高速","吉县吉昌镇","吉县吉昌镇","1047.91","1048.11","0.2","10","高速","否","4","12","水泥混凝土","24.5","22.5","26","80","2011","","","0","否","否","还贷","","","","0.2","0.2","0.2","1","山岭","0","临汾高速公路有限公司","0","G22","是","","","MTEwLjYzMjE4Nzk0","MzYuMDcyMjA5ODE=","MTEwLjYzMDQ5MDQ4","MzYuMDcxMDUyOTE="
"1003","G22","141028","青兰高速","吉县吉昌镇","吉县壶口镇","1048.11","1055.652","7.542","10","高速","否","4","11","沥青混凝土","24.5","22.5","26","80","2011","","","0","否","否","还贷","","","","7.542","3.764","3.764","1","山岭","7","临汾高速公路有限公司","0","G22","是","","","MTEwLjYzMDQ5MDQ4","MzYuMDcxMDUyOTE=","MTEwLjU1ODU2MDU3","MzYuMDQ4NzU1MTI="
"1004","G22","141028","青兰高速","吉县壶口镇","吉县壶口镇","1055.652","1056.144","0.492","10","高速","否","4","12","水泥混凝土","24.5","22.5","26","80","2011","","","0","否","否","还贷","","","","0.492","0","0","1","山岭","0","临汾高速公路有限公司","0","G22","是","","","MTEwLjU1ODU2MDU3","MzYuMDQ4NzU1MTI=","MTEwLjU1MzA5NTI0","MzYuMDQ4ODkzNzM="
"1005","G22","141028","青兰高速","吉县壶口镇","吉县壶口镇","1056.144","1056.82","0.676","10","高速","否","4","11","沥青混凝土","24.5","22.5","26","80","2011","","","0","否","否","还贷","","","","0.676","0.082","0.082","1","山岭","2","临汾高速公路有限公司","0","G22","是","","","MTEwLjU1MzA5NTI0","MzYuMDQ4ODkzNzM=","MTEwLjU0NTcxMzk3","MzYuMDQ5OTYwMDk="
"1006","G22","141028","青兰高速","吉县壶口镇","吉县壶口镇","1056.82","1060.266","3.446","10","高速","否","4","12","水泥混凝土","24.5","22.5","26","80","2011","","","0","否","否","还贷","","","","3.446","0","0","1","山岭","0","临汾高速公路有限公司","0","G22","是","","","MTEwLjU0NTcxMzk3","MzYuMDQ5OTYwMDk=","MTEwLjUwODg2NTg5","MzYuMDU1Nzc0OTE="
"1012","G2211","141031","长延高速","下桑峨","中桑峨","232.921","233.386","0.465","10","高速","否","4","11","沥青混凝土","24.5","22","16","80","2012","","","0","否","否","还贷","","","","0.465","0.465","0.465","1","山岭","1","山西交控集团临汾北高速公路分公司","0","S70","是","","","MTExLjAxNjMxODMz","MzYuNjA4OTY1","MTExLjAxMjM4MjM3","MzYuNjA1OTM5ODE="
"1014","G2211","141031","长延高速","坪城村","坪城村","236.955","239.071","2.116","10","高速","否","4","11","沥青混凝土","24.5","22","16","80","2012","","","0","否","否","还贷","","","","2.116","1.464","1.464","1","山岭","1","山西交控集团临汾北高速公路分公司","0","S70","是","","","MTEwLjk3NjkxMTcx","MzYuNTk2NzkyNjk=","MTEwLjk1NjU3NDgy","MzYuNjAzMDA3OTk="
"1015","G2211","141031","长延高速","坪城村","乔村","239.071","241.025","1.954","10","高速","否","4","11","沥青混凝土","24.5","22","16","80","2012","","","0","否","否","还贷","","","","1.954","1.257","1.257","1","山岭","4","山西交控集团临汾北高速公路分公司","0","S70","是","","","MTEwLjk1NjU3NDgy","MzYuNjAzMDA3OTk=","MTEwLjkzOTI4MTM4","MzYuNjEyOTA2OTE="
"1018","G2211","141031","长延高速","罗镇堡村","县界","266.117","266.699","0.582","10","高速","否","4","11","沥青混凝土","24.5","22","16","80","2012","","","0","否","否","还贷","","","","0.582","0.582","0.582","1","山岭","2","山西交控集团临汾北高速公路分公司","0","S70","是","","","MTEwLjc5Mzg0Nzk0","MzYuNzkwMzE2OTY=","MTEwLjc4OTI3NDky","MzYuNzkzOTEwMDU="
"1024","G239","140223","正阳线","西崖头","蕉山乡","492.642","493.133","0.491","12","二级","否","2","11","沥青混凝土","12","11.4","8","80","2003","","","0","否","否","非收费","","","","0.491","0.491","0.491","4","平原","0","广灵公路管理段","0","S201","是","","","MTE0LjM1ODEwMTg=","MzkuNzg0NzEwNDk=","MTE0LjM1Mzk2Mjk0","MzkuNzgxOTY0Mzc="
"1029","G239","140223","正阳线","回岭","回岭","525.961","528.102","2.141","12","二级","否","2","11","沥青混凝土","8.5","7.5","9","60","2003","2013","","0","否","否","非收费","","","","2.141","2.141","1","2","重丘","6","广灵公路管理段","0","S303","是","","","MTE0LjAxNDkwMzgz","MzkuNzgzOTUyNjI=","MTEzLjk5OTMzMTE1","MzkuNzg5Mjc2Njg="
"1032","G239","140223","正阳线","山阴山","山阴山","535.58","538.587","3.007","12","二级","否","2","11","沥青混凝土","8.5","7.9","9","60","2003","","","0","否","否","非收费","","","","3.007","3.007","0","2","重丘","6","广灵公路管理段","0","S303","是","","","MTEzLjkxODUwMDQy","MzkuNzgyNDgwNzg=","MTEzLjg4NzEwODc5","MzkuNzcwNDgyNA=="
"1033","G239","140225","正阳线","山阴山","沙岭铺","538.587","549.998","11.411","12","二级","否","2","11","沥青混凝土","8.5","7.9","9","60","2003","2014","","0","否","否","非收费","","","","11.411","6.314","6.314","1","山岭","21","浑源公路管理段","0","S303","是","","","MTEzLjg4NzEwODc5","MzkuNzcwNDgyNA==","MTEzLjc3MjQ2OTIy","MzkuNzY0NjgzMDc="
"1037","G239","140225","正阳线","柳河桥","县城","575.778","576.041","0.263","12","二级","否","2","11","沥青混凝土","17","15.4","6.5","60","2003","","","0","否","否","非收费","","","","0.263","0.263","0.263","3","微丘","0","浑源公路管理段","0","S203","是","","","MTEzLjY2ODgwMzUx","MzkuNjg5NjI2MTE=","MTEzLjY3MTA2NjEx","MzkuNjg4MDc1NA=="
"1038","G239","140225","正阳线","县城","西辛坊","576.041","577.825","1.784","12","二级","否","2","11","沥青混凝土","12","11.4","6.5","60","2003","","2014","0","否","否","非收费","","","","1.784","1.784","1.784","3","微丘","0","浑源公路管理段","0","S203","是","","","MTEzLjY3MTA2NjEx","MzkuNjg4MDc1NA==","MTEzLjY4NzQ3OTg4","MzkuNjc4MTYxNzM="
"1040","G239","140225","正阳线","唐家庄","大磁窑","579.404","585.013","5.609","12","二级","否","2","11","沥青混凝土","8.5","7.9","6.5","60","2003","","","0","否","否","非收费","","","","5.609","0","0","1","山岭","10","浑源公路管理段","0","S203","是","","","MTEzLjcwMjE3NDU3","MzkuNjY5NTc3OTM=","MTEzLjczNTQyMDU5","MzkuNjMyNzIzMzE="
"1042","G239","140225","正阳线","水磨村","王庄堡","613.586","615.727","2.141","12","二级","否","2","11","沥青混凝土","8.5","7.9","9","60","2003","2014","","0","否","否","非收费","","","","2.141","0","0","1","山岭","0","浑源公路管理段","0","S203","是","","","MTEzLjg5Njk0NDE4","MzkuNDU5NDc2MDg=","MTEzLjkwMTM5MDQy","MzkuNDQxMTE5MTg="
"1043","G239","140225","正阳线","王庄堡","寨头","615.727","621.507","5.78","12","二级","否","2","11","沥青混凝土","8.5","8","6.5","60","2004","","","0","否","否","非收费","","","","5.78","5","1.63","1","山岭","11","浑源公路管理段","0","S240","是","","","MTEzLjkwMTM5MDQy","MzkuNDQxMTE5MTg=","MTEzLjg0Nzg2MzI4","MzkuNDEzNTE2NDE="
"1053","G239","140924","正阳线","砂河","砂河","660.624","663.419","2.795","12","二级","否","2","11","沥青混凝土","12","11","9","80","1969","","2010","0","否","否","非收费","G108","387.221","390.016","2.795","2.795","0.896","3","微丘","12","繁峙公路管理段","0","G108","是","观测站未覆盖路段","","MTEzLjU1NjQxNDcy","MzkuMjU1MTcyMzQ=","MTEzLjUyNzE1MTI3","MzkuMjU1MzMxMzc="
"1085","G239","140922","正阳线","大柏村","大柏村","729.564","733.066","3.502","12","二级","否","2","11","沥青混凝土","8.5","8","7","80","1977","","2013","0","否","否","非收费","","","","3.502","3.502","3.502","4","平原","20","五台公路管理段","0","S213","是","","","MTEzLjMzNjY3MjQ2","MzguOTg4MTIwNjY=","MTEzLjM0OTk3MDc4","MzguOTYwNzg1Nzg="
"1096","G239","140922","正阳线","东茹村","东茹村","761.15","761.602","0.452","12","二级","否","2","11","沥青混凝土","8.5","8","4","80","1965","","2015","0","否","否","非收费","","","","0.452","0.452","0","1","山岭","0","五台公路管理段","0","S311","是","","","MTEzLjM3MjA3ODUz","MzguNzQ1MDkwNjE=","MTEzLjM2NzgzNDU=","MzguNzQzMDAwMjc="
"1113","G239","140322","正阳线","贾家峪大桥南","会里","841.148","842.036","0.888","12","二级","否","2","11","沥青混凝土","8.5","8","7","60","2004","","","0","否","否","非收费","","","","0.888","0.888","0.888","2","重丘","4","盂县公路管理段","0","S214","是","","","MTEzLjMzOTQ5MDg4","MzguNDM4NjY3NTY=","MTEzLjM0MDQxMzE=","MzguNDM1MTY2ODM="
"1114","G239","140322","正阳线","会里","下庄","842.036","845.839","3.803","12","二级","否","2","11","沥青混凝土","9.5","9","7","60","2004","","","0","否","否","非收费","","","","3.803","1","1","2","重丘","12","盂县公路管理段","0","S214","是","","","MTEzLjM0MDQxMzE=","MzguNDM1MTY2ODM=","MTEzLjM0NzEyNzY=","MzguNDA4OTMwMDg="
"1116","G239","140322","正阳线","藏山口","西白水","872.541","887.624","15.083","12","二级","否","2","11","沥青混凝土","12","11.5","7","60","2004","","","0","否","否","非收费","","","","15.083","11.135","11.135","3","微丘","25","盂县公路管理段","0","S214","是","","","MTEzLjMyNzIzOTEx","MzguMjIwODM0NDg=","MTEzLjM5MDY0MDE1","MzguMTAyMjg4NDc="
"1121","G239","140322","正阳线","寨垴桥","郊里","904.091","907.342","3.251","12","二级","否","2","11","沥青混凝土","12","11.5","10","60","2004","","","0","否","否","非收费","","","","3.251","2.597","2.597","2","重丘","9","盂县公路管理段","0","S214","是","","","MTEzLjQ5NzQ3MDE4","MzguMDIwMDQzNTE=","MTEzLjUwNzYwNDI=","MzcuOTk1NjczMzk="
"1123","G239","140311","正阳线","郊里","固庄","908.146","909.764","1.618","12","二级","否","2","11","沥青混凝土","12","11.5","10","60","1993","2004","2010","0","否","否","非收费","","","","1.618","0.802","0.802","2","重丘","5","郊区公路管理段","0","S214","是","","","MTEzLjUxNjUzODQ4","MzcuOTk1MTkyOTU=","MTEzLjUzMzcwOTE3","MzcuOTkxMzQxNzk="
"1124","G239","140311","正阳线","固庄","苇泊","909.764","911.77","2.006","12","二级","否","2","11","沥青混凝土","8.5","8","8","60","1990","2004","2010","0","否","否","非收费","","","","2.006","1.042","1.042","2","重丘","8","郊区公路管理段","0","S214","是","","","MTEzLjUzMzcwOTE3","MzcuOTkxMzQxNzk=","MTEzLjU1MzUyOA==","MzcuOTgzOTU0MTU="
"1126","G239","140311","正阳线","杨树沟","千亩坪","916.798","919.75","2.952","12","二级","否","4","11","沥青混凝土","16","15.5","10","60","1990","2004","","0","否","否","非收费","G207","1524.157","1527.109","2.952","1.394","1.394","2","重丘","0","郊区公路管理段","0","S214","是","","","MTEzLjU4NTAwNzM2","MzcuOTYxODkzMDI=","MTEzLjU5ODYxOTY2","MzcuOTQxOTU2MzM="
"1127","G239","140311","正阳线","千亩坪","荫营铁路桥","919.75","921.311","1.561","11","一级","否","4","11","沥青混凝土","30","27","10","80","1989","2007","","0","否","否","非收费","","","","1.561","1.15","1.15","2","重丘","2","郊区公路管理段","0","S214","是","","","MTEzLjU5ODYxOTY2","MzcuOTQxOTU2MzM=","MTEzLjU4MTI5ODY2","MzcuOTQwMjUzMzM="
"1128","G239","140311","正阳线","荫营铁路桥","桥上村","921.311","922.669","1.358","11","一级","否","4","11","沥青混凝土","21.5","18","10","80","1989","","","0","否","否","非收费","","","","1.358","0.602","0.602","2","重丘","1","郊区公路管理段","0","S214","是","","","MTEzLjU4MTI5ODY2","MzcuOTQwMjUzMzM=","MTEzLjU2NjYwMTg3","MzcuOTM3MTA5ODU="
"1129","G239","140311","正阳线","桥上村","李家庄","922.669","929.639","6.97","11","一级","否","4","11","沥青混凝土","26","16","10","80","1997","2009","","0","否","否","非收费","","","","6.97","6.97","6.97","2","重丘","17","郊区公路管理段","0","S214","是","","","MTEzLjU2NjYwMTg3","MzcuOTM3MTA5ODU=","MTEzLjU4MDc5NTQ1","MzcuODgyNzgwNTE="
"1130","G241","140623","呼北线","杀虎口","杀虎口","62.071","63.04","0.969","12","二级","否","2","11","沥青混凝土","12","11.4","9","60","1995","2006","2015","0","否","否","非收费","","","","0.969","0.969","0","3","微丘","3","右玉公路管理段","1","S211","是","","","MTEyLjMwNDM3MDk3","NDAuMjU1NTkwODI=","MTEyLjMwNTU5NTY=","NDAuMjQ3MTc3OTk="
"1133","G241","140623","呼北线","杀虎口","杀虎口","63.81","64.074","0.264","12","二级","否","2","11","沥青混凝土","12","11","9","60","1997","2006","2015","0","否","否","非收费","","","","0.264","0.264","0","3","微丘","0","右玉公路管理段","0","S211","是","","","MTEyLjMwODQyNzAz","NDAuMjQwNzY4Mjk=","MTEyLjMwODk1ODk=","NDAuMjM4NDU0NTg="
